DBN,School_Name,Grade,Year,Number_Tested,Mean_Scale_Score,Not_Meeting_Pct,Partially_Meeting_Pct,Meeting_Pct
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,All Grades,2017-01-01,289,283.0,50.9,33.6,15.6
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,6,2017-01-01,89,336.0,3.4,22.5,74.2
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,8,2017-01-01,86,286.0,36.0,53.5,10.5
84X706,HARRIET TUBMAN CHARTER SCHOOL,7,2017-01-01,67,313.0,16.4,40.3,43.3
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,7,2017-01-01,94,302.0,28.7,47.9,23.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,3,2017-01-01,56,337.0,1.8,12.5,85.7
84M382,DREAM CHARTER SCHOOL,3,2017-01-01,53,321.0,13.2,13.2,73.6
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,6,2017-01-01,100,292.0,36.0,39.0,25.0
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,5,2017-01-01,96,278.0,63.5,27.1,9.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,4,2017-01-01,52,344.0,3.8,25.0,71.2
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,All Grades,2017-01-01,593,348.0,1.5,6.1,92.4
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,8,2017-01-01,81,340.0,0.0,4.9,95.1
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,5,2017-01-01,55,334.0,1.8,25.5,72.7
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,7,2017-01-01,107,340.0,3.7,9.3,86.9
84X706,HARRIET TUBMAN CHARTER SCHOOL,6,2017-01-01,69,312.0,13.0,40.6,46.4
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,7,2017-01-01,89,333.0,6.7,25.8,67.4
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,8,2017-01-01,88,309.0,22.7,42.0,35.2
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,8,2017-01-01,95,279.0,53.7,40.0,6.3
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,5,2017-01-01,90,309.0,28.9,36.7,34.4
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,4,2017-01-01,80,319.0,11.3,36.3,52.5
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,5,2017-01-01,74,350.0,0.0,2.7,97.3
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,All Grades,2017-01-01,418,332.0,4.1,20.8,75.1
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,4,2017-01-01,94,352.0,0.0,4.3,95.7
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,3,2017-01-01,88,328.0,4.5,25.0,70.5
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,3,2017-01-01,90,365.0,0.0,0.0,100.0
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,6,2017-01-01,92,280.0,50.0,30.4,19.6
84M382,DREAM CHARTER SCHOOL,4,2017-01-01,53,320.0,7.5,24.5,67.9
84M382,DREAM CHARTER SCHOOL,All Grades,2017-01-01,313,318.0,12.8,31.6,55.6
84X706,HARRIET TUBMAN CHARTER SCHOOL,8,2017-01-01,57,321.0,10.5,33.3,56.1
84M382,DREAM CHARTER SCHOOL,8,2017-01-01,50,315.0,10.0,52.0,38.0
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,4,2017-01-01,91,326.0,8.8,33.0,58.2
84M382,DREAM CHARTER SCHOOL,7,2017-01-01,50,314.0,18.0,48.0,34.0
84M382,DREAM CHARTER SCHOOL,6,2017-01-01,53,317.0,13.2,37.7,49.1
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,7,2017-01-01,102,288.0,49.0,30.4,20.6
84M382,DREAM CHARTER SCHOOL,5,2017-01-01,54,323.0,14.8,16.7,68.5
84Q359,ACADEMY OF THE CITY CHARTER SCHOOL,4,2017-01-01,54,326.0,11.1,14.8,74.1
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,6,2017-01-01,79,345.0,0.0,10.1,89.9
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,5,2017-01-01,90,342.0,1.1,7.8,91.1
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,6,2017-01-01,54,338.0,1.9,14.8,83.3
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,4,2017-01-01,74,369.0,0.0,0.0,100.0
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,5,2017-01-01,85,316.0,17.6,30.6,51.8
84Q704,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,4,2017-01-01,109,288.0,37.6,37.6,24.8
84X706,HARRIET TUBMAN CHARTER SCHOOL,4,2017-01-01,76,320.0,6.6,32.9,60.5
84X309,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTU,3,2017-01-01,46,304.0,13.0,52.2,34.8
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,4,2017-01-01,81,328.0,6.2,24.7,69.1
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,5,2017-01-01,99,364.0,2.0,1.0,97.0
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,6,2017-01-01,78,323.0,3.8,38.5,57.7
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,3,2017-01-01,84,330.0,3.6,19.0,77.4
84M336,KIPP INFINITY CHARTER SCHOOL,All Grades,2017-01-01,548,329.0,8.9,21.9,69.2
84Q359,ACADEMY OF THE CITY CHARTER SCHOOL,3,2017-01-01,104,324.0,6.7,27.9,65.4
84X706,HARRIET TUBMAN CHARTER SCHOOL,3,2017-01-01,74,338.0,1.4,16.2,82.4
84X309,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTU,4,2017-01-01,49,304.0,14.3,55.1,30.6
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,6,2017-01-01,59,317.0,10.2,39.0,50.8
84M336,KIPP INFINITY CHARTER SCHOOL,8,2017-01-01,84,343.0,2.4,15.5,82.1
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,All Grades,2017-01-01,305,369.0,0.7,0.3,99.0
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,6,2017-01-01,52,371.0,0.0,0.0,100.0
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,3,2017-01-01,80,372.0,0.0,0.0,100.0
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,7,2017-01-01,78,331.0,5.1,26.9,67.9
84X256,HEKETI COMMUNITY CHARTER SCHOOL,All Grades,2017-01-01,107,292.0,45.8,27.1,27.1
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,4,2017-01-01,113,360.0,3.5,4.4,92.0
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,All Grades,2017-01-01,535,324.0,12.5,30.8,56.6
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,3,2017-01-01,123,357.0,0.0,1.6,98.4
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,7,2017-01-01,51,330.0,7.8,35.3,56.9
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,5,2017-01-01,62,316.0,19.4,27.4,53.2
84M350,DEMOCRACY PREP CHARTER SCHOOL,All Grades,2017-01-01,274,317.0,12.8,37.2,50.0
84X256,HEKETI COMMUNITY CHARTER SCHOOL,3,2017-01-01,44,292.0,47.7,18.2,34.1
84M350,DEMOCRACY PREP CHARTER SCHOOL,8,2017-01-01,75,321.0,8.0,34.7,57.3
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,8,2017-01-01,45,313.0,6.7,60.0,33.3
84M350,DEMOCRACY PREP CHARTER SCHOOL,7,2017-01-01,108,321.0,10.2,41.7,48.1
84X706,HARRIET TUBMAN CHARTER SCHOOL,5,2017-01-01,77,306.0,29.9,35.1,35.1
84X256,HEKETI COMMUNITY CHARTER SCHOOL,4,2017-01-01,36,273.0,63.9,36.1,0.0
84M350,DEMOCRACY PREP CHARTER SCHOOL,6,2017-01-01,91,309.0,19.8,34.1,46.2
84X256,HEKETI COMMUNITY CHARTER SCHOOL,5,2017-01-01,27,317.0,18.5,29.6,51.9
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,All Grades,2017-01-01,313,333.0,3.8,27.8,68.4
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,All Grades,2017-01-01,479,325.0,7.1,27.1,65.8
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER,8,2017-01-01,73,324.0,5.5,23.3,71.2
84M279,THE OPPORTUNITY CHARTER SCHOOL,7,2017-01-01,69,264.0,73.9,24.6,1.4
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,All Grades,2017-01-01,528,329.0,6.6,25.8,67.6
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,3,2017-01-01,53,309.0,15.1,34.0,50.9
84M265,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHT,All Grades,2017-01-01,78,366.0,0.0,0.0,100.0
84X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,3,2017-01-01,46,325.0,4.3,19.6,76.1
84K879,BROOKLYN PROSPECT CHARTER SCHOOL DOWNTOWN,6,2017-01-01,86,308.0,19.8,37.2,43.0
84X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,4,2017-01-01,48,308.0,6.3,60.4,33.3
84Q321,GROWING UP GREEN CHARTER SCHOOL,8,2017-01-01,57,283.0,45.6,43.9,10.5
84K876,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,All Grades,2017-01-01,61,311.0,23.0,24.6,52.5
84X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,5,2017-01-01,49,330.0,6.1,24.5,69.4
84K536,COMMUNITY ROOTS CHARTER SCHOOL,5,2017-01-01,48,332.0,8.3,18.8,72.9
84K876,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,5,2017-01-01,61,311.0,23.0,24.6,52.5
84K807,COLLEGIATE ACADEMY FOR MATH AND PERSONAL AWARENESS,All Grades,2017-01-01,56,277.0,57.1,23.2,19.6
84X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,143,321.0,5.6,35.0,59.4
84K807,COLLEGIATE ACADEMY FOR MATH AND PERSONAL AWARENESS,6,2017-01-01,56,277.0,57.1,23.2,19.6
84K803,BROOKLYN LABï¿½CHARTER SCHOOL,All Grades,2017-01-01,397,293.0,39.3,37.5,23.2
84X398,BRONX COMMUNITY CHARTER SCHOOL,3,2017-01-01,74,303.0,18.9,44.6,36.5
84K803,BROOKLYN LABï¿½CHARTER SCHOOL,8,2017-01-01,106,296.0,29.2,46.2,24.5
84K536,COMMUNITY ROOTS CHARTER SCHOOL,6,2017-01-01,53,306.0,26.4,32.1,41.5
84K879,BROOKLYN PROSPECT CHARTER SCHOOL DOWNTOWN,All Grades,2017-01-01,86,308.0,19.8,37.2,43.0
84X704,KIPP ACADEMY CHARTER SCHOOL,7,2017-01-01,78,323.0,12.8,28.2,59.0
84K536,COMMUNITY ROOTS CHARTER SCHOOL,4,2017-01-01,51,299.0,31.4,29.4,39.2
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER,All Grades,2017-01-01,274,295.0,34.3,45.3,20.4
84Q321,GROWING UP GREEN CHARTER SCHOOL,6,2017-01-01,90,303.0,23.3,42.2,34.4
84M279,THE OPPORTUNITY CHARTER SCHOOL,6,2017-01-01,56,258.0,80.4,19.6,0.0
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,5,2017-01-01,92,320.0,15.2,25.0,59.8
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,All Grades,2017-01-01,421,325.0,6.9,26.8,66.3
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER,5,2017-01-01,48,311.0,22.9,41.7,35.4
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,4,2017-01-01,90,319.0,11.1,33.3,55.6
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,3,2017-01-01,87,330.0,4.6,18.4,77.0
84K803,BROOKLYN LABï¿½CHARTER SCHOOL,7,2017-01-01,109,298.0,40.4,35.8,23.9
84M065,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,All Grades,2017-01-01,287,308.0,18.8,44.9,36.2
84M065,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,8,2017-01-01,75,307.0,16.0,56.0,28.0
84M065,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,7,2017-01-01,103,313.0,16.5,37.9,45.6
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER,7,2017-01-01,45,306.0,22.2,57.8,20.0
84M065,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,6,2017-01-01,109,303.0,22.9,44.0,33.0
84K536,COMMUNITY ROOTS CHARTER SCHOOL,3,2017-01-01,52,312.0,23.1,25.0,51.9
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER,8,2017-01-01,31,280.0,51.6,29.0,19.4
84Q321,GROWING UP GREEN CHARTER SCHOOL,7,2017-01-01,84,306.0,29.8,34.5,35.7
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER,6,2017-01-01,49,286.0,38.8,46.9,14.3
84K803,BROOKLYN LABï¿½CHARTER SCHOOL,6,2017-01-01,182,287.0,44.5,33.5,22.0
84X398,BRONX COMMUNITY CHARTER SCHOOL,4,2017-01-01,47,299.0,31.9,40.4,27.7
84K793,BUSHWICK ASCEND CHARTER SCHOOL,All Grades,2017-01-01,467,315.0,17.6,28.9,53.5
84X407,BRONX CHARTER SCHOOL FOR CHILDREN,3,2017-01-01,71,320.0,7.0,32.4,60.6
84K791,BROOKLYN DREAMS CHARTER SCHOOL,All Grades,2017-01-01,393,310.0,24.2,31.3,44.5
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,3,2017-01-01,97,345.0,2.1,10.3,87.6
84K791,BROOKLYN DREAMS CHARTER SCHOOL,8,2017-01-01,47,304.0,23.4,48.9,27.7
84X704,KIPP ACADEMY CHARTER SCHOOL,5,2017-01-01,86,317.0,18.6,24.4,57.0
84K791,BROOKLYN DREAMS CHARTER SCHOOL,7,2017-01-01,70,304.0,32.9,40.0,27.1
84X407,BRONX CHARTER SCHOOL FOR CHILDREN,4,2017-01-01,68,311.0,10.3,47.1,42.6
84K536,COMMUNITY ROOTS CHARTER SCHOOL,All Grades,2017-01-01,290,310.0,24.8,27.9,47.2
84K791,BROOKLYN DREAMS CHARTER SCHOOL,6,2017-01-01,66,307.0,22.7,34.8,42.4
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,4,2017-01-01,97,334.0,1.0,17.5,81.4
84K791,BROOKLYN DREAMS CHARTER SCHOOL,4,2017-01-01,66,305.0,27.3,25.8,47.0
84X407,BRONX CHARTER SCHOOL FOR CHILDREN,5,2017-01-01,69,300.0,37.7,31.9,30.4
84K791,BROOKLYN DREAMS CHARTER SCHOOL,3,2017-01-01,73,324.0,12.3,20.5,67.1
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,5,2017-01-01,100,329.0,7.0,26.0,67.0
84K790,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,All Grades,2017-01-01,82,313.0,15.9,34.1,50.0
84X407,BRONX CHARTER SCHOOL FOR CHILDREN,All Grades,2017-01-01,208,310.0,18.3,37.0,44.7
84K791,BROOKLYN DREAMS CHARTER SCHOOL,5,2017-01-01,71,315.0,26.8,23.9,49.3
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,7,2017-01-01,83,325.0,10.8,30.1,59.0
84K792,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER,3,2017-01-01,42,304.0,19.0,50.0,31.0
84K792,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER,5,2017-01-01,41,292.0,41.5,36.6,22.0
84K536,COMMUNITY ROOTS CHARTER SCHOOL,7,2017-01-01,52,303.0,34.6,32.7,32.7
84K793,BUSHWICK ASCEND CHARTER SCHOOL,7,2017-01-01,75,316.0,21.3,26.7,52.0
84X398,BRONX COMMUNITY CHARTER SCHOOL,5,2017-01-01,49,302.0,32.7,44.9,22.4
84Q321,GROWING UP GREEN CHARTER SCHOOL,All Grades,2017-01-01,488,309.0,22.7,34.0,43.2
84K793,BUSHWICK ASCEND CHARTER SCHOOL,6,2017-01-01,94,304.0,25.5,38.3,36.2
84X398,BRONX COMMUNITY CHARTER SCHOOL,6,2017-01-01,48,292.0,31.3,54.2,14.6
84K793,BUSHWICK ASCEND CHARTER SCHOOL,5,2017-01-01,84,313.0,23.8,27.4,48.8
84K792,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER,4,2017-01-01,45,282.0,48.9,40.0,11.1
84Q705,RENAISSANCE CHARTER SCHOOL,8,2017-01-01,49,322.0,16.3,34.7,49.0
84K793,BUSHWICK ASCEND CHARTER SCHOOL,4,2017-01-01,103,319.0,12.6,27.2,60.2
84X704,KIPP ACADEMY CHARTER SCHOOL,6,2017-01-01,84,321.0,10.7,27.4,61.9
84Q337,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE - NEW YO,3,2017-01-01,69,362.0,0.0,0.0,100.0
84K793,BUSHWICK ASCEND CHARTER SCHOOL,3,2017-01-01,111,320.0,8.1,25.2,66.7
84K536,COMMUNITY ROOTS CHARTER SCHOOL,8,2017-01-01,34,311.0,23.5,29.4,47.1
84K792,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER,All Grades,2017-01-01,128,292.0,36.7,42.2,21.1
84X398,BRONX COMMUNITY CHARTER SCHOOL,All Grades,2017-01-01,268,299.0,30.2,44.4,25.4
84X398,BRONX COMMUNITY CHARTER SCHOOL,7,2017-01-01,50,297.0,42.0,38.0,20.0
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER,4,2017-01-01,52,287.0,48.1,38.5,13.5
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,6,2017-01-01,92,313.0,20.7,25.0,54.3
84X704,KIPP ACADEMY CHARTER SCHOOL,8,2017-01-01,73,313.0,21.9,31.5,46.6
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,3,2017-01-01,85,326.0,4.7,24.7,70.6
84M202,GREAT OAKS CHARTER SCHOOL,6,2017-01-01,59,298.0,32.2,33.9,33.9
84M186,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,All Grades,2017-01-01,102,316.0,29.4,21.6,49.0
84X378,ICAHN CHARTER SCHOOL 2,3,2017-01-01,28,352.0,0.0,7.1,92.9
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,4,2017-01-01,87,325.0,5.7,27.6,66.7
84M186,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,4,2017-01-01,44,306.0,38.6,27.3,34.1
84X378,ICAHN CHARTER SCHOOL 2,4,2017-01-01,40,337.0,0.0,17.5,82.5
84M202,GREAT OAKS CHARTER SCHOOL,7,2017-01-01,76,301.0,31.6,44.7,23.7
84M186,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,3,2017-01-01,58,324.0,22.4,17.2,60.3
84M174,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),All Grades,2017-01-01,178,357.0,0.0,6.2,93.8
84X378,ICAHN CHARTER SCHOOL 2,5,2017-01-01,34,343.0,0.0,14.7,85.3
84M174,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),4,2017-01-01,80,357.0,0.0,8.8,91.3
84M174,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),3,2017-01-01,98,357.0,0.0,4.1,95.9
84X378,ICAHN CHARTER SCHOOL 2,6,2017-01-01,35,330.0,11.4,22.9,65.7
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,8,2017-01-01,90,327.0,11.1,17.8,71.1
84M170,SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),4,2017-01-01,53,372.0,0.0,1.9,98.1
84X704,KIPP ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,504,319.0,13.7,28.8,57.5
84M170,SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),3,2017-01-01,89,358.0,0.0,0.0,100.0
84X364,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,All Grades,2017-01-01,77,332.0,3.9,18.2,77.9
84Q321,GROWING UP GREEN CHARTER SCHOOL,3,2017-01-01,87,311.0,17.2,34.5,48.3
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,All Grades,2017-01-01,244,334.0,1.2,21.3,77.5
84M265,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHT,3,2017-01-01,78,366.0,0.0,0.0,100.0
84X362,ICAHN CHARTER SCHOOL 7,3,2017-01-01,39,330.0,2.6,23.1,74.4
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,All Grades,2017-01-01,393,319.0,14.5,30.0,55.5
84M263,NEW YORK CITY CHARTER SCHOOL OF THE ARTS,All Grades,2017-01-01,89,305.0,19.1,47.2,33.7
84X362,ICAHN CHARTER SCHOOL 7,4,2017-01-01,33,301.0,21.2,39.4,39.4
84X362,ICAHN CHARTER SCHOOL 7,5,2017-01-01,25,315.0,20.0,36.0,44.0
84M202,GREAT OAKS CHARTER SCHOOL,8,2017-01-01,67,302.0,32.8,34.3,32.8
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,3,2017-01-01,83,322.0,9.6,26.5,63.9
84M204,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,All Grades,2017-01-01,156,286.0,48.7,41.7,9.6
84X362,ICAHN CHARTER SCHOOL 7,All Grades,2017-01-01,97,316.0,13.4,32.0,54.6
84M204,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,7,2017-01-01,82,293.0,43.9,46.3,9.8
84X364,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,3,2017-01-01,51,329.0,5.9,19.6,74.5
84M204,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,6,2017-01-01,74,278.0,54.1,36.5,9.5
84X364,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,4,2017-01-01,26,338.0,0.0,15.4,84.6
84M202,GREAT OAKS CHARTER SCHOOL,All Grades,2017-01-01,202,300.0,32.2,38.1,29.7
84M263,NEW YORK CITY CHARTER SCHOOL OF THE ARTS,6,2017-01-01,89,305.0,19.1,47.2,33.7
84X378,ICAHN CHARTER SCHOOL 2,7,2017-01-01,33,333.0,9.1,15.2,75.8
84M170,SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),All Grades,2017-01-01,142,363.0,0.0,0.7,99.3
84X387,BRILLA COLLEGE PREP CHARTER SCHOOL,3,2017-01-01,84,331.0,4.8,20.2,75.0
84M085,GLOBAL COMMUNITY CHARTER SCHOOL,All Grades,2017-01-01,207,294.0,40.6,25.6,33.8
84M168,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,All Grades,2017-01-01,98,307.0,24.5,33.7,41.8
84M085,GLOBAL COMMUNITY CHARTER SCHOOL,5,2017-01-01,63,277.0,63.5,19.0,17.5
84Q321,GROWING UP GREEN CHARTER SCHOOL,5,2017-01-01,84,327.0,13.1,22.6,64.3
84X387,BRILLA COLLEGE PREP CHARTER SCHOOL,4,2017-01-01,76,312.0,15.8,36.8,47.4
84M085,GLOBAL COMMUNITY CHARTER SCHOOL,4,2017-01-01,74,292.0,40.5,24.3,35.1
84Q705,RENAISSANCE CHARTER SCHOOL,All Grades,2017-01-01,244,314.0,18.4,33.6,48.0
84X380,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,All Grades,2017-01-01,169,352.0,0.6,3.0,96.4
84M085,GLOBAL COMMUNITY CHARTER SCHOOL,3,2017-01-01,70,310.0,20.0,32.9,47.1
84M080,MANHATTAN CHARTER SCHOOL II,All Grades,2017-01-01,94,299.0,26.6,43.6,29.8
84M080,MANHATTAN CHARTER SCHOOL II,5,2017-01-01,23,308.0,21.7,47.8,30.4
84M080,MANHATTAN CHARTER SCHOOL II,4,2017-01-01,28,293.0,35.7,42.9,21.4
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER,3,2017-01-01,49,295.0,26.5,53.1,20.4
84M080,MANHATTAN CHARTER SCHOOL II,3,2017-01-01,43,299.0,23.3,41.9,34.9
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,7,2017-01-01,75,336.0,1.3,20.0,78.7
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,All Grades,2017-01-01,534,322.0,12.4,24.9,62.7
84X387,BRILLA COLLEGE PREP CHARTER SCHOOL,All Grades,2017-01-01,160,322.0,10.0,28.1,61.9
84M100,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,3,2017-01-01,67,328.0,1.5,22.4,76.1
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,5,2017-01-01,89,317.0,19.1,24.7,56.2
84M100,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,All Grades,2017-01-01,185,329.0,3.2,24.9,71.9
84M168,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,3,2017-01-01,53,309.0,20.8,35.8,43.4
84M100,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,4,2017-01-01,60,326.0,3.3,35.0,61.7
84X378,ICAHN CHARTER SCHOOL 2,All Grades,2017-01-01,204,335.0,3.9,21.1,75.0
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP C,6,2017-01-01,85,324.0,2.4,36.5,61.2
84M168,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,4,2017-01-01,45,305.0,28.9,31.1,40.0
84X380,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,3,2017-01-01,88,350.0,1.1,3.4,95.5
84Q321,GROWING UP GREEN CHARTER SCHOOL,4,2017-01-01,86,317.0,15.1,29.1,55.8
84M100,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,5,2017-01-01,58,333.0,5.2,17.2,77.6
84X380,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,4,2017-01-01,81,353.0,0.0,2.5,97.5
84X378,ICAHN CHARTER SCHOOL 2,8,2017-01-01,34,319.0,2.9,47.1,50.0
84Q342,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,All Grades,2017-01-01,119,315.0,18.5,30.3,51.3
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,6,2018-01-01,75,609.0,13.3,24.0,62.7
84Q705,RENAISSANCE CHARTER SCHOOL,7,2018-01-01,51,607.0,15.7,23.5,60.8
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,7,2018-01-01,77,612.0,13.0,14.3,72.7
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,4,2018-01-01,82,606.0,11.0,26.8,62.2
84Q705,RENAISSANCE CHARTER SCHOOL,4,2018-01-01,25,606.0,12.0,20.0,68.0
