DBN,School_Name,Grade,Year,Number_Tested,Mean_Scale_Score,Not_Meeting_Pct,Partially_Meeting_Pct,Meeting_Pct
84K652,BROOKLYN ASCEND CHARTER SCHOOL,5,2017-01-01,121,323.0,15.7,25.6,58.7
84K711,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,3,2017-01-01,85,323.0,14.1,23.5,62.4
84K652,BROOKLYN ASCEND CHARTER SCHOOL,6,2017-01-01,102,313.0,21.6,31.4,47.1
84K711,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,7,2017-01-01,82,325.0,9.8,28.0,62.2
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,All Grades,2017-01-01,234,305.0,28.2,35.0,36.8
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,3,2017-01-01,118,346.0,2.5,5.9,91.5
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,7,2017-01-01,68,318.0,8.8,51.5,39.7
84K652,BROOKLYN ASCEND CHARTER SCHOOL,7,2017-01-01,108,319.0,18.5,28.7,52.8
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,6,2017-01-01,87,299.0,33.3,26.4,40.2
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,4,2017-01-01,92,354.0,0.0,8.7,91.3
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,5,2017-01-01,79,302.0,39.2,30.4,30.4
84K652,BROOKLYN ASCEND CHARTER SCHOOL,8,2017-01-01,79,304.0,26.6,45.6,27.8
84X538,ICAHN CHARTER SCHOOL 5,3,2017-01-01,37,324.0,0.0,29.7,70.3
84Q341,RIVERTON STREET CHARTER SCHOOL,7,2017-01-01,81,309.0,30.9,25.9,43.2
84Q704,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,All Grades,2017-01-01,269,293.0,35.7,33.8,30.5
84K711,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,All Grades,2017-01-01,421,321.0,14.3,26.8,58.9
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,5,2017-01-01,83,306.0,36.1,25.3,38.6
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,3,2017-01-01,59,334.0,1.7,15.3,83.1
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,3,2017-01-01,107,352.0,0.0,4.7,95.3
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,All Grades,2017-01-01,439,329.0,5.9,25.7,68.3
84K652,BROOKLYN ASCEND CHARTER SCHOOL,3,2017-01-01,146,330.0,11.0,19.9,69.2
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,7,2017-01-01,89,328.0,5.6,37.1,57.3
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,4,2017-01-01,85,360.0,0.0,0.0,100.0
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,7,2017-01-01,55,351.0,0.0,3.6,96.4
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,6,2017-01-01,84,318.0,9.5,39.3,51.2
84X538,ICAHN CHARTER SCHOOL 5,4,2017-01-01,35,348.0,2.9,5.7,91.4
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,5,2017-01-01,86,351.0,0.0,2.3,97.7
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,4,2017-01-01,89,342.0,1.1,10.1,88.8
84Q341,RIVERTON STREET CHARTER SCHOOL,6,2017-01-01,78,315.0,16.7,35.9,47.4
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,3,2017-01-01,90,336.0,1.1,10.0,88.9
84K652,BROOKLYN ASCEND CHARTER SCHOOL,4,2017-01-01,132,313.0,15.2,34.1,50.8
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,6,2017-01-01,54,366.0,0.0,0.0,100.0
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,5,2017-01-01,87,322.0,12.6,33.3,54.0
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,195,276.0,64.1,29.2,6.7
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,All Grades,2017-01-01,368,326.0,7.6,31.8,60.6
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,8,2017-01-01,85,320.0,10.6,44.7,44.7
84K704,EXPLORE CHARTER SCHOOL,4,2017-01-01,60,279.0,53.3,33.3,13.3
84X496,ICAHN CHARTER SCHOOL 4,3,2017-01-01,37,334.0,2.7,18.9,78.4
84K704,EXPLORE CHARTER SCHOOL,3,2017-01-01,59,286.0,45.8,33.9,20.3
84K701,BROOKLYN CHARTER SCHOOL,4,2017-01-01,39,305.0,15.4,38.5,46.2
84X496,ICAHN CHARTER SCHOOL 4,7,2017-01-01,33,344.0,0.0,9.1,90.9
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,All Grades,2017-01-01,248,292.0,40.7,36.3,23.0
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,8,2017-01-01,28,294.0,39.3,39.3,21.4
84K701,BROOKLYN CHARTER SCHOOL,3,2017-01-01,39,305.0,17.9,43.6,38.5
84X496,ICAHN CHARTER SCHOOL 4,4,2017-01-01,34,357.0,0.0,5.9,94.1
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,7,2017-01-01,51,301.0,35.3,39.2,25.5
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,6,2017-01-01,51,289.0,43.1,37.3,19.6
84K701,BROOKLYN CHARTER SCHOOL,All Grades,2017-01-01,108,314.0,14.8,34.3,50.9
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,5,2017-01-01,35,291.0,48.6,28.6,22.9
84X496,ICAHN CHARTER SCHOOL 4,6,2017-01-01,32,363.0,0.0,0.0,100.0
84X496,ICAHN CHARTER SCHOOL 4,5,2017-01-01,36,329.0,2.8,25.0,72.2
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,4,2017-01-01,40,287.0,40.0,42.5,17.5
84K701,BROOKLYN CHARTER SCHOOL,5,2017-01-01,30,338.0,10.0,16.7,73.3
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,5,2017-01-01,70,355.0,0.0,1.4,98.6
84K704,EXPLORE CHARTER SCHOOL,5,2017-01-01,57,280.0,61.4,24.6,14.0
84K704,EXPLORE CHARTER SCHOOL,6,2017-01-01,57,302.0,28.1,36.8,35.1
84K652,BROOKLYN ASCEND CHARTER SCHOOL,All Grades,2017-01-01,688,318.0,17.2,29.7,53.2
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,7,2017-01-01,99,323.0,8.1,39.4,52.5
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,6,2017-01-01,66,369.0,0.0,0.0,100.0
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,6,2017-01-01,106,331.0,6.6,21.7,71.7
84K680,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,3,2017-01-01,90,336.0,2.2,11.1,86.7
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,3,2017-01-01,78,328.0,5.1,21.8,73.1
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,7,2017-01-01,67,360.0,0.0,0.0,100.0
84X496,ICAHN CHARTER SCHOOL 4,8,2017-01-01,25,344.0,0.0,12.0,88.0
84K704,EXPLORE CHARTER SCHOOL,All Grades,2017-01-01,336,290.0,42.9,34.5,22.6
84K680,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,4,2017-01-01,78,323.0,6.4,29.5,64.1
84X496,ICAHN CHARTER SCHOOL 4,All Grades,2017-01-01,197,345.0,1.0,12.2,86.8
84K704,EXPLORE CHARTER SCHOOL,8,2017-01-01,48,290.0,35.4,45.8,18.8
84K704,EXPLORE CHARTER SCHOOL,7,2017-01-01,55,306.0,30.9,34.5,34.5
84K680,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,All Grades,2017-01-01,168,330.0,4.2,19.6,76.2
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,All Grades,2017-01-01,413,355.0,0.7,3.9,95.4
84Q341,RIVERTON STREET CHARTER SCHOOL,8,2017-01-01,56,304.0,19.6,57.1,23.2
84Q341,RIVERTON STREET CHARTER SCHOOL,All Grades,2017-01-01,534,308.0,25.1,33.1,41.8
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,6,2017-01-01,81,310.0,19.8,38.3,42.0
84K651,PAVE ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,311,316.0,19.6,30.5,49.8
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,7,2017-01-01,88,319.0,15.9,38.6,45.5
84K649,LA CIMA CHARTER SCHOOL,3,2017-01-01,65,283.0,44.6,30.8,24.6
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,6,2017-01-01,79,307.0,22.8,44.3,32.9
84X488,THE EQUALITY CHARTER SCHOOL,7,2017-01-01,90,305.0,26.7,43.3,30.0
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,5,2017-01-01,77,316.0,19.5,28.6,51.9
84Q705,RENAISSANCE CHARTER SCHOOL,3,2017-01-01,24,311.0,16.7,41.7,41.7
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,4,2017-01-01,80,309.0,23.8,32.5,43.8
84K649,LA CIMA CHARTER SCHOOL,4,2017-01-01,70,315.0,18.6,25.7,55.7
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,7,2017-01-01,74,311.0,23.0,28.4,48.6
84X554,NEW YORK CITY MONTESSORI CHARTER SCHOOL,3,2017-01-01,48,284.0,47.9,35.4,16.7
84X488,THE EQUALITY CHARTER SCHOOL,8,2017-01-01,89,284.0,44.9,47.2,7.9
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,All Grades,2017-01-01,644,311.0,22.0,31.7,46.3
84K649,LA CIMA CHARTER SCHOOL,5,2017-01-01,33,297.0,33.3,39.4,27.3
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,8,2017-01-01,85,301.0,21.2,60.0,18.8
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,7,2017-01-01,99,298.0,36.4,42.4,21.2
84X488,THE EQUALITY CHARTER SCHOOL,All Grades,2017-01-01,266,290.0,40.6,43.6,15.8
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,6,2017-01-01,101,286.0,44.6,33.7,21.8
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,3,2017-01-01,78,302.0,24.4,38.5,37.2
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,5,2017-01-01,141,321.0,17.7,24.1,58.2
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,8,2017-01-01,48,282.0,47.9,50.0,2.1
84X554,NEW YORK CITY MONTESSORI CHARTER SCHOOL,4,2017-01-01,48,268.0,66.7,25.0,8.3
84K742,EXPLORE EMPOWER CHARTER SCHOOL,6,2017-01-01,57,281.0,56.1,22.8,21.1
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,6,2017-01-01,80,299.0,26.3,38.8,35.0
84K742,EXPLORE EMPOWER CHARTER SCHOOL,5,2017-01-01,52,290.0,55.8,26.9,17.3
84X554,NEW YORK CITY MONTESSORI CHARTER SCHOOL,5,2017-01-01,24,286.0,54.2,33.3,12.5
84K742,EXPLORE EMPOWER CHARTER SCHOOL,4,2017-01-01,59,298.0,32.2,33.9,33.9
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,7,2017-01-01,89,317.0,16.9,41.6,41.6
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,7,2017-01-01,98,307.0,26.5,38.8,34.7
84X488,THE EQUALITY CHARTER SCHOOL,6,2017-01-01,87,282.0,50.6,40.2,9.2
84K742,EXPLORE EMPOWER CHARTER SCHOOL,3,2017-01-01,58,297.0,25.9,39.7,34.5
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),All Grades,2017-01-01,141,366.0,0.0,0.7,99.3
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,All Grades,2017-01-01,483,306.0,24.0,37.9,38.1
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),4,2017-01-01,56,367.0,0.0,1.8,98.2
84Q341,RIVERTON STREET CHARTER SCHOOL,3,2017-01-01,107,317.0,15.0,25.2,59.8
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),3,2017-01-01,85,365.0,0.0,0.0,100.0
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,All Grades,2017-01-01,436,306.0,25.5,36.2,38.3
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,All Grades,2017-01-01,259,314.0,18.5,35.1,46.3
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,8,2017-01-01,83,305.0,22.9,48.2,28.9
84K649,LA CIMA CHARTER SCHOOL,All Grades,2017-01-01,168,299.0,31.5,30.4,38.1
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,4,2017-01-01,112,322.0,7.1,25.9,67.0
84X538,ICAHN CHARTER SCHOOL 5,All Grades,2017-01-01,170,343.0,1.8,15.3,82.9
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,8,2017-01-01,46,335.0,0.0,26.1,73.9
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,3,2017-01-01,76,300.0,35.5,28.9,35.5
84X538,ICAHN CHARTER SCHOOL 5,7,2017-01-01,27,350.0,0.0,3.7,96.3
84K730,SUMMIT ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,102,300.0,32.4,39.2,28.4
84K651,PAVE ACADEMY CHARTER SCHOOL,7,2017-01-01,48,309.0,31.3,31.3,37.5
84X538,ICAHN CHARTER SCHOOL 5,6,2017-01-01,36,346.0,2.8,22.2,75.0
84K730,SUMMIT ACADEMY CHARTER SCHOOL,8,2017-01-01,33,302.0,30.3,30.3,39.4
84K651,PAVE ACADEMY CHARTER SCHOOL,6,2017-01-01,52,297.0,32.7,36.5,30.8
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,All Grades,2017-01-01,333,324.0,13.8,27.6,58.6
84K651,PAVE ACADEMY CHARTER SCHOOL,8,2017-01-01,45,325.0,11.1,40.0,48.9
84K730,SUMMIT ACADEMY CHARTER SCHOOL,6,2017-01-01,31,292.0,38.7,41.9,19.4
84X538,ICAHN CHARTER SCHOOL 5,5,2017-01-01,35,351.0,2.9,11.4,85.7
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,6,2017-01-01,98,280.0,51.0,36.7,12.2
84Q341,RIVERTON STREET CHARTER SCHOOL,5,2017-01-01,105,300.0,38.1,33.3,28.6
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHI,All Grades,2017-01-01,311,316.0,19.6,30.5,49.8
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,7,2017-01-01,97,272.0,77.3,21.6,1.0
84K730,SUMMIT ACADEMY CHARTER SCHOOL,7,2017-01-01,38,304.0,28.9,44.7,26.3
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,4,2017-01-01,78,293.0,39.7,28.2,32.1
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,7,2017-01-01,92,316.0,20.7,34.8,44.6
84Q342,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,3,2017-01-01,48,317.0,20.8,22.9,56.3
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,3,2017-01-01,106,328.0,9.4,13.2,77.4
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,3,2017-01-01,42,344.0,0.0,14.3,85.7
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,126,281.0,48.4,35.7,15.9
84Q341,RIVERTON STREET CHARTER SCHOOL,4,2017-01-01,107,303.0,27.1,31.8,41.1
84K651,PAVE ACADEMY CHARTER SCHOOL,3,2017-01-01,52,337.0,9.6,11.5,78.8
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,4,2017-01-01,60,276.0,51.7,38.3,10.0
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,4,2017-01-01,51,332.0,5.9,25.5,68.6
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,3,2017-01-01,66,286.0,45.5,33.3,21.2
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,All Grades,2017-01-01,395,299.0,35.2,32.2,32.7
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,8,2017-01-01,41,280.0,56.1,36.6,7.3
84K651,PAVE ACADEMY CHARTER SCHOOL,4,2017-01-01,56,314.0,12.5,33.9,53.6
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,5,2017-01-01,51,322.0,21.6,17.6,60.8
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,7,2017-01-01,72,305.0,30.6,26.4,43.1
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,6,2017-01-01,53,307.0,15.1,47.2,37.7
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,6,2017-01-01,51,303.0,25.5,39.2,35.3
84K651,PAVE ACADEMY CHARTER SCHOOL,5,2017-01-01,58,314.0,20.7,31.0,48.3
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,5,2017-01-01,75,301.0,37.3,32.0,30.7
84X419,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,3,2017-01-01,70,323.0,10.0,21.4,68.6
84K789,COMPASS CHARTER SCHOOL,All Grades,2017-01-01,44,267.0,61.4,27.3,11.4
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,6,2017-01-01,97,348.0,3.1,10.3,86.6
84Q337,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE - NEW YO,All Grades,2017-01-01,69,362.0,0.0,0.0,100.0
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,8,2017-01-01,42,289.0,45.2,40.5,14.3
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,8,2017-01-01,40,311.0,17.5,45.0,37.5
84K379,EXPLORE EXCEL CHARTER SCHOOL,8,2017-01-01,55,296.0,32.7,34.5,32.7
84X345,HYDE LEADERSHIP CHARTER SCHOOL,5,2017-01-01,71,300.0,38.0,31.0,31.0
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,7,2017-01-01,54,319.0,14.8,33.3,51.9
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,7,2017-01-01,63,315.0,17.5,38.1,44.4
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,6,2017-01-01,79,321.0,12.7,29.1,58.2
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,All Grades,2017-01-01,401,313.0,16.2,37.2,46.6
84K379,EXPLORE EXCEL CHARTER SCHOOL,All Grades,2017-01-01,350,297.0,38.3,29.4,32.3
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,5,2017-01-01,82,306.0,24.4,42.7,32.9
84X345,HYDE LEADERSHIP CHARTER SCHOOL,6,2017-01-01,73,293.0,34.2,39.7,26.0
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,4,2017-01-01,65,307.0,18.5,33.8,47.7
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",3,2017-01-01,59,283.0,45.8,40.7,13.6
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,3,2017-01-01,72,317.0,6.9,37.5,55.6
84M329,HARLEM LINK CHARTER SCHOOL,All Grades,2017-01-01,145,299.0,29.7,44.1,26.2
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",4,2017-01-01,62,268.0,66.1,27.4,6.5
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,7,2017-01-01,51,308.0,31.4,31.4,37.3
84X345,HYDE LEADERSHIP CHARTER SCHOOL,7,2017-01-01,77,302.0,35.1,29.9,35.1
84K379,EXPLORE EXCEL CHARTER SCHOOL,7,2017-01-01,62,287.0,62.9,27.4,9.7
84X345,HYDE LEADERSHIP CHARTER SCHOOL,4,2017-01-01,71,296.0,35.2,39.4,25.4
84K379,EXPLORE EXCEL CHARTER SCHOOL,3,2017-01-01,58,309.0,19.0,34.5,46.6
84M336,KIPP INFINITY CHARTER SCHOOL,4,2017-01-01,93,318.0,10.8,32.3,57.0
84M336,KIPP INFINITY CHARTER SCHOOL,3,2017-01-01,95,324.0,7.4,25.3,67.4
84X309,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTU,All Grades,2017-01-01,148,311.0,10.8,48.0,41.2
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,4,2017-01-01,78,315.0,15.4,30.8,53.8
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,All Grades,2017-01-01,355,307.0,24.8,33.2,42.0
84K379,EXPLORE EXCEL CHARTER SCHOOL,4,2017-01-01,58,318.0,15.5,20.7,63.8
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,3,2017-01-01,69,319.0,10.1,30.4,59.4
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,299,307.0,24.1,35.5,40.5
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,7,2017-01-01,52,310.0,17.3,53.8,28.8
84K379,EXPLORE EXCEL CHARTER SCHOOL,5,2017-01-01,60,290.0,51.7,20.0,28.3
84X345,HYDE LEADERSHIP CHARTER SCHOOL,3,2017-01-01,71,293.0,25.4,47.9,26.8
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,6,2017-01-01,44,303.0,27.3,31.8,40.9
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,5,2017-01-01,68,282.0,55.9,30.9,13.2
84K379,EXPLORE EXCEL CHARTER SCHOOL,6,2017-01-01,57,283.0,45.6,40.4,14.0
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,4,2017-01-01,69,328.0,7.2,21.7,71.0
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,8,2017-01-01,53,295.0,32.1,35.8,32.1
84M336,KIPP INFINITY CHARTER SCHOOL,5,2017-01-01,100,326.0,12.0,20.0,68.0
84M329,HARLEM LINK CHARTER SCHOOL,5,2017-01-01,50,292.0,48.0,36.0,16.0
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,6,2017-01-01,48,309.0,16.7,43.8,39.6
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,4,2017-01-01,54,309.0,20.4,33.3,46.3
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,7,2017-01-01,93,320.0,14.0,33.3,52.7
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,5,2017-01-01,42,335.0,0.0,23.8,76.2
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,6,2017-01-01,91,312.0,15.4,41.8,42.9
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,6,2017-01-01,88,328.0,4.5,25.0,70.5
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,5,2017-01-01,93,331.0,8.6,16.1,75.3
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,6,2017-01-01,36,335.0,0.0,27.8,72.2
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,5,2017-01-01,88,318.0,12.5,37.5,50.0
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,4,2017-01-01,95,337.0,1.1,14.7,84.2
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,3,2017-01-01,96,335.0,4.2,20.8,75.0
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,7,2017-01-01,38,342.0,0.0,15.8,84.2
84M279,THE OPPORTUNITY CHARTER SCHOOL,All Grades,2017-01-01,174,261.0,76.4,21.8,1.7
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,8,2017-01-01,82,327.0,6.1,24.4,69.5
84M279,THE OPPORTUNITY CHARTER SCHOOL,8,2017-01-01,49,262.0,75.5,20.4,4.1
84K790,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,3,2017-01-01,82,313.0,15.9,34.1,50.0
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,8,2017-01-01,27,328.0,3.7,40.7,55.6
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,7,2017-01-01,85,313.0,16.5,41.2,42.4
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",5,2017-01-01,61,296.0,42.6,41.0,16.4
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,8,2017-01-01,78,310.0,20.5,44.9,34.6
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,4,2017-01-01,87,339.0,0.0,21.8,78.2
84M329,HARLEM LINK CHARTER SCHOOL,4,2017-01-01,44,295.0,31.8,40.9,27.3
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",6,2017-01-01,36,313.0,11.1,33.3,55.6
84M329,HARLEM LINK CHARTER SCHOOL,3,2017-01-01,51,308.0,9.8,54.9,35.3
84M320,MANHATTAN CHARTER SCHOOL,All Grades,2017-01-01,110,314.0,18.2,30.9,50.9
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVA",All Grades,2017-01-01,218,287.0,45.0,35.8,19.3
84X345,HYDE LEADERSHIP CHARTER SCHOOL,All Grades,2017-01-01,363,297.0,33.6,37.5,28.9
84M320,MANHATTAN CHARTER SCHOOL,5,2017-01-01,33,311.0,24.2,27.3,48.5
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER S,All Grades,2017-01-01,546,325.0,10.3,28.0,61.7
84X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,5,2017-01-01,51,314.0,19.6,31.4,49.0
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,3,2017-01-01,98,348.0,1.0,7.1,91.8
84M320,MANHATTAN CHARTER SCHOOL,3,2017-01-01,39,305.0,20.5,38.5,41.0
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,3,2017-01-01,55,333.0,3.6,16.4,80.0
84M295,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,All Grades,2017-01-01,103,282.0,54.4,29.1,16.5
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,8,2017-01-01,57,344.0,3.5,14.0,82.5
84M295,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,6,2017-01-01,103,282.0,54.4,29.1,16.5
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,4,2017-01-01,46,332.0,0.0,13.0,87.0
84M320,MANHATTAN CHARTER SCHOOL,4,2017-01-01,38,326.0,10.5,26.3,63.2
84X309,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTU,5,2017-01-01,53,324.0,5.7,37.7,56.6
84M336,KIPP INFINITY CHARTER SCHOOL,6,2017-01-01,85,327.0,14.1,20.0,65.9
84M336,KIPP INFINITY CHARTER SCHOOL,7,2017-01-01,91,336.0,6.6,17.6,75.8
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,All Grades,2017-01-01,376,290.0,41.2,41.5,17.3
